state_or_territory,year,month,day,locally_acquired_cases,presumptive_viremic_blood_donors,symptomatic_disease_cases,travel_associated_cases
California,2016,May,4,0.0,0.0,0.0,40.0
Colorado,2016,May,4,0.0,0.0,0.0,2.0
Connecticut,2016,May,4,0.0,0.0,0.0,1.0
Delaware,2016,May,4,0.0,0.0,0.0,3.0
District of Columbia,2016,May,4,0.0,0.0,0.0,3.0
Florida,2016,May,4,0.0,0.0,0.0,95.0
Georgia,2016,May,4,0.0,0.0,0.0,13.0
Hawaii,2016,May,4,0.0,0.0,0.0,7.0
Illinois,2016,May,4,0.0,0.0,0.0,13.0
Indiana,2016,May,4,0.0,0.0,0.0,6.0
Iowa,2016,May,4,0.0,0.0,0.0,5.0
Kansas,2016,May,4,0.0,0.0,0.0,1.0
Kentucky,2016,May,4,0.0,0.0,0.0,5.0
Louisiana,2016,May,4,0.0,0.0,0.0,4.0
Maine,2016,May,4,0.0,0.0,0.0,2.0
Maryland,2016,May,4,0.0,0.0,0.0,17.0
Massachusetts,2016,May,4,0.0,0.0,0.0,10.0
Michigan,2016,May,4,0.0,0.0,0.0,3.0
Minnesota,2016,May,4,0.0,0.0,0.0,17.0
Mississippi,2016,May,4,0.0,0.0,0.0,3.0
Missouri,2016,May,4,0.0,0.0,0.0,3.0
Montana,2016,May,4,0.0,0.0,0.0,1.0
Nebraska,2016,May,4,0.0,0.0,0.0,2.0
Nevada,2016,May,4,0.0,0.0,0.0,2.0
New Hampshire,2016,May,4,0.0,0.0,0.0,3.0
New Jersey,2016,May,4,0.0,0.0,0.0,9.0
New Mexico,2016,May,4,0.0,0.0,0.0,1.0
New York,2016,May,4,0.0,0.0,0.0,89.0
North Carolina,2016,May,4,0.0,0.0,0.0,11.0
Ohio,2016,May,4,0.0,0.0,0.0,12.0
Oklahoma,2016,May,4,0.0,0.0,0.0,4.0
Oregon,2016,May,4,0.0,0.0,0.0,6.0
Pennsylvania,2016,May,4,0.0,0.0,0.0,17.0
South Carolina,2016,May,4,0.0,0.0,0.0,1.0
Tennessee,2016,May,4,0.0,0.0,0.0,2.0
Texas,2016,May,4,0.0,0.0,0.0,30.0
Utah,2016,May,4,0.0,0.0,0.0,2.0
Vermont,2016,May,4,0.0,0.0,0.0,1.0
Virginia,2016,May,4,0.0,0.0,0.0,13.0
Washington,2016,May,4,0.0,0.0,0.0,2.0
West Virginia,2016,May,4,0.0,0.0,0.0,6.0
American Samoa,2016,May,4,14.0,0.0,0.0,0.0
Puerto Rico,2016,May,4,629.0,0.0,0.0,2.0
US Virgin Islands,2016,May,4,15.0,0.0,0.0,1.0
Alabama,2016,May,11,0.0,0.0,0.0,2.0
Arizona,2016,May,11,0.0,0.0,0.0,1.0
Arkansas,2016,May,11,0.0,0.0,0.0,2.0
California,2016,May,11,0.0,0.0,0.0,40.0
Colorado,2016,May,11,0.0,0.0,0.0,2.0
Connecticut,2016,May,11,0.0,0.0,0.0,1.0
Delaware,2016,May,11,0.0,0.0,0.0,3.0
District of Columbia,2016,May,11,0.0,0.0,0.0,4.0
Florida,2016,May,11,0.0,0.0,0.0,103.0
Georgia,2016,May,11,0.0,0.0,0.0,13.0
Hawaii,2016,May,11,0.0,0.0,0.0,7.0
Illinois,2016,May,11,0.0,0.0,0.0,16.0
Indiana,2016,May,11,0.0,0.0,0.0,6.0
Iowa,2016,May,11,0.0,0.0,0.0,5.0
Kansas,2016,May,11,0.0,0.0,0.0,1.0
Kentucky,2016,May,11,0.0,0.0,0.0,5.0
Louisiana,2016,May,11,0.0,0.0,0.0,4.0
Maine,2016,May,11,0.0,0.0,0.0,3.0
Maryland,2016,May,11,0.0,0.0,0.0,16.0
Massachusetts,2016,May,11,0.0,0.0,0.0,10.0
Michigan,2016,May,11,0.0,0.0,0.0,3.0
Minnesota,2016,May,11,0.0,0.0,0.0,17.0
Mississippi,2016,May,11,0.0,0.0,0.0,3.0
Missouri,2016,May,11,0.0,0.0,0.0,3.0
Montana,2016,May,11,0.0,0.0,0.0,1.0
Nebraska,2016,May,11,0.0,0.0,0.0,2.0
Nevada,2016,May,11,0.0,0.0,0.0,2.0
New Hampshire,2016,May,11,0.0,0.0,0.0,3.0
New Jersey,2016,May,11,0.0,0.0,0.0,12.0
New Mexico,2016,May,11,0.0,0.0,0.0,1.0
New York,2016,May,11,0.0,0.0,0.0,98.0
North Carolina,2016,May,11,0.0,0.0,0.0,11.0
Ohio,2016,May,11,0.0,0.0,0.0,12.0
Oklahoma,2016,May,11,0.0,0.0,0.0,4.0
Oregon,2016,May,11,0.0,0.0,0.0,6.0
Pennsylvania,2016,May,11,0.0,0.0,0.0,18.0
Rhode Island,2016,May,11,0.0,0.0,0.0,2.0
South Carolina,2016,May,11,0.0,0.0,0.0,1.0
Tennessee,2016,May,11,0.0,0.0,0.0,2.0
Texas,2016,May,11,0.0,0.0,0.0,32.0
Utah,2016,May,11,0.0,0.0,0.0,2.0
Vermont,2016,May,11,0.0,0.0,0.0,1.0
Virginia,2016,May,11,0.0,0.0,0.0,15.0
Washington,2016,May,11,0.0,0.0,0.0,2.0
West Virginia,2016,May,11,0.0,0.0,0.0,6.0
American Samoa,2016,May,11,14.0,0.0,0.0,0.0
Puerto Rico,2016,May,11,669.0,0.0,0.0,2.0
US Virgin Islands,2016,May,11,15.0,0.0,0.0,1.0
Alabama,2016,May,18,0.0,0.0,0.0,2.0
Arizona,2016,May,18,0.0,0.0,0.0,1.0
Arkansas,2016,May,18,0.0,0.0,0.0,2.0
California,2016,May,18,0.0,0.0,0.0,44.0
Colorado,2016,May,18,0.0,0.0,0.0,2.0
Connecticut,2016,May,18,0.0,0.0,0.0,1.0
Delaware,2016,May,18,0.0,0.0,0.0,3.0
District of Columbia,2016,May,18,0.0,0.0,0.0,4.0
Florida,2016,May,18,0.0,0.0,0.0,109.0
Georgia,2016,May,18,0.0,0.0,0.0,14.0
Hawaii,2016,May,18,0.0,0.0,0.0,9.0
Illinois,2016,May,18,0.0,0.0,0.0,16.0
Indiana,2016,May,18,0.0,0.0,0.0,6.0
Iowa,2016,May,18,0.0,0.0,0.0,5.0
Kansas,2016,May,18,0.0,0.0,0.0,1.0
Kentucky,2016,May,18,0.0,0.0,0.0,5.0
Louisiana,2016,May,18,0.0,0.0,0.0,4.0
Maine,2016,May,18,0.0,0.0,0.0,3.0
Maryland,2016,May,18,0.0,0.0,0.0,17.0
Massachusetts,2016,May,18,0.0,0.0,0.0,11.0
Michigan,2016,May,18,0.0,0.0,0.0,4.0
Minnesota,2016,May,18,0.0,0.0,0.0,17.0
Mississippi,2016,May,18,0.0,0.0,0.0,3.0
Missouri,2016,May,18,0.0,0.0,0.0,3.0
Montana,2016,May,18,0.0,0.0,0.0,1.0
Nebraska,2016,May,18,0.0,0.0,0.0,2.0
Nevada,2016,May,18,0.0,0.0,0.0,6.0
New Hampshire,2016,May,18,0.0,0.0,0.0,3.0
New Jersey,2016,May,18,0.0,0.0,0.0,12.0
New Mexico,2016,May,18,0.0,0.0,0.0,1.0
New York,2016,May,18,0.0,0.0,0.0,114.0
North Carolina,2016,May,18,0.0,0.0,0.0,11.0
Ohio,2016,May,18,0.0,0.0,0.0,12.0
Oklahoma,2016,May,18,0.0,0.0,0.0,4.0
Oregon,2016,May,18,0.0,0.0,0.0,6.0
Pennsylvania,2016,May,18,0.0,0.0,0.0,19.0
Rhode Island,2016,May,18,0.0,0.0,0.0,3.0
South Carolina,2016,May,18,0.0,0.0,0.0,1.0
Tennessee,2016,May,18,0.0,0.0,0.0,2.0
Texas,2016,May,18,0.0,0.0,0.0,35.0
Utah,2016,May,18,0.0,0.0,0.0,2.0
Vermont,2016,May,18,0.0,0.0,0.0,1.0
Virginia,2016,May,18,0.0,0.0,0.0,15.0
Washington,2016,May,18,0.0,0.0,0.0,2.0
West Virginia,2016,May,18,0.0,0.0,0.0,6.0
American Samoa,2016,May,18,14.0,0.0,0.0,0.0
Puerto Rico,2016,May,18,803.0,0.0,0.0,3.0
US Virgin Islands,2016,May,18,15.0,0.0,0.0,1.0
Alabama,2016,May,25,0.0,0.0,0.0,2.0
Arizona,2016,May,25,0.0,0.0,0.0,3.0
Arkansas,2016,May,25,0.0,0.0,0.0,3.0
California,2016,May,25,0.0,0.0,0.0,44.0
Colorado,2016,May,25,0.0,0.0,0.0,2.0
Connecticut,2016,May,25,0.0,0.0,0.0,1.0
Delaware,2016,May,25,0.0,0.0,0.0,3.0
District of Columbia,2016,May,25,0.0,0.0,0.0,4.0
Florida,2016,May,25,0.0,0.0,0.0,121.0
Georgia,2016,May,25,0.0,0.0,0.0,15.0
Hawaii,2016,May,25,0.0,0.0,0.0,9.0
Illinois,2016,May,25,0.0,0.0,0.0,16.0
Indiana,2016,May,25,0.0,0.0,0.0,6.0
Iowa,2016,May,25,0.0,0.0,0.0,6.0
Kansas,2016,May,25,0.0,0.0,0.0,2.0
Kentucky,2016,May,25,0.0,0.0,0.0,5.0
Louisiana,2016,May,25,0.0,0.0,0.0,4.0
Maine,2016,May,25,0.0,0.0,0.0,5.0
Maryland,2016,May,25,0.0,0.0,0.0,17.0
Massachusetts,2016,May,25,0.0,0.0,0.0,16.0
Michigan,2016,May,25,0.0,0.0,0.0,4.0
Minnesota,2016,May,25,0.0,0.0,0.0,17.0
Mississippi,2016,May,25,0.0,0.0,0.0,3.0
Missouri,2016,May,25,0.0,0.0,0.0,3.0
Montana,2016,May,25,0.0,0.0,0.0,1.0
Nebraska,2016,May,25,0.0,0.0,0.0,2.0
Nevada,2016,May,25,0.0,0.0,0.0,6.0
New Hampshire,2016,May,25,0.0,0.0,0.0,3.0
New Jersey,2016,May,25,0.0,0.0,0.0,14.0
New Mexico,2016,May,25,0.0,0.0,0.0,1.0
New York,2016,May,25,0.0,0.0,0.0,127.0
North Carolina,2016,May,25,0.0,0.0,0.0,12.0
Ohio,2016,May,25,0.0,0.0,0.0,12.0
Oklahoma,2016,May,25,0.0,0.0,0.0,4.0
Oregon,2016,May,25,0.0,0.0,0.0,6.0
Pennsylvania,2016,May,25,0.0,0.0,0.0,19.0
Rhode Island,2016,May,25,0.0,0.0,0.0,4.0
South Carolina,2016,May,25,0.0,0.0,0.0,1.0
Tennessee,2016,May,25,0.0,0.0,0.0,3.0
Texas,2016,May,25,0.0,0.0,0.0,36.0
Utah,2016,May,25,0.0,0.0,0.0,2.0
Vermont,2016,May,25,0.0,0.0,0.0,1.0
Virginia,2016,May,25,0.0,0.0,0.0,15.0
Washington,2016,May,25,0.0,0.0,0.0,3.0
Wisconsin,2016,May,25,0.0,0.0,0.0,2.0
West Virginia,2016,May,25,0.0,0.0,0.0,6.0
American Samoa,2016,May,25,17.0,0.0,0.0,0.0
Puerto Rico,2016,May,25,903.0,0.0,0.0,3.0
US Virgin Islands,2016,May,25,15.0,0.0,0.0,1.0
Alabama,2016,Jun,1,0.0,0.0,0.0,2.0
Arizona,2016,Jun,1,0.0,0.0,0.0,3.0
Arkansas,2016,Jun,1,0.0,0.0,0.0,4.0
California,2016,Jun,1,0.0,0.0,0.0,44.0
Colorado,2016,Jun,1,0.0,0.0,0.0,2.0
Connecticut,2016,Jun,1,0.0,0.0,0.0,1.0
Delaware,2016,Jun,1,0.0,0.0,0.0,3.0
District of Columbia,2016,Jun,1,0.0,0.0,0.0,6.0
Florida,2016,Jun,1,0.0,0.0,0.0,128.0
Georgia,2016,Jun,1,0.0,0.0,0.0,17.0
Hawaii,2016,Jun,1,0.0,0.0,0.0,8.0
Illinois,2016,Jun,1,0.0,0.0,0.0,16.0
Indiana,2016,Jun,1,0.0,0.0,0.0,7.0
Iowa,2016,Jun,1,0.0,0.0,0.0,6.0
Kansas,2016,Jun,1,0.0,0.0,0.0,2.0
Kentucky,2016,Jun,1,0.0,0.0,0.0,5.0
Louisiana,2016,Jun,1,0.0,0.0,0.0,4.0
Maine,2016,Jun,1,0.0,0.0,0.0,5.0
Maryland,2016,Jun,1,0.0,0.0,0.0,19.0
Massachusetts,2016,Jun,1,0.0,0.0,0.0,17.0
Michigan,2016,Jun,1,0.0,0.0,0.0,6.0
Minnesota,2016,Jun,1,0.0,0.0,0.0,17.0
Mississippi,2016,Jun,1,0.0,0.0,0.0,3.0
Missouri,2016,Jun,1,0.0,0.0,0.0,4.0
Montana,2016,Jun,1,0.0,0.0,0.0,1.0
Nebraska,2016,Jun,1,0.0,0.0,0.0,2.0
Nevada,2016,Jun,1,0.0,0.0,0.0,6.0
New Hampshire,2016,Jun,1,0.0,0.0,0.0,4.0
New Jersey,2016,Jun,1,0.0,0.0,0.0,14.0
New Mexico,2016,Jun,1,0.0,0.0,0.0,1.0
New York,2016,Jun,1,0.0,0.0,0.0,130.0
North Carolina,2016,Jun,1,0.0,0.0,0.0,12.0
Ohio,2016,Jun,1,0.0,0.0,0.0,12.0
Oklahoma,2016,Jun,1,0.0,0.0,0.0,4.0
Oregon,2016,Jun,1,0.0,0.0,0.0,6.0
Pennsylvania,2016,Jun,1,0.0,0.0,0.0,19.0
Rhode Island,2016,Jun,1,0.0,0.0,0.0,4.0
South Carolina,2016,Jun,1,0.0,0.0,0.0,1.0
Tennessee,2016,Jun,1,0.0,0.0,0.0,4.0
Texas,2016,Jun,1,0.0,0.0,0.0,36.0
Utah,2016,Jun,1,0.0,0.0,0.0,2.0
Vermont,2016,Jun,1,0.0,0.0,0.0,1.0
Virginia,2016,Jun,1,0.0,0.0,0.0,18.0
Washington,2016,Jun,1,0.0,0.0,0.0,4.0
West Virginia,2016,Jun,1,0.0,0.0,0.0,6.0
Wisconsin,2016,Jun,1,0.0,0.0,0.0,2.0
American Samoa,2016,Jun,1,17.0,0.0,0.0,0.0
Puerto Rico,2016,Jun,1,1072.0,0.0,0.0,3.0
US Virgin Islands,2016,Jun,1,21.0,0.0,0.0,1.0
Alabama,2016,Jun,8,0.0,0.0,0.0,2.0
Arizona,2016,Jun,8,0.0,0.0,0.0,2.0
Arkansas,2016,Jun,8,0.0,0.0,0.0,5.0
California,2016,Jun,8,0.0,0.0,0.0,48.0
Colorado,2016,Jun,8,0.0,0.0,0.0,4.0
Connecticut,2016,Jun,8,0.0,0.0,0.0,1.0
Delaware,2016,Jun,8,0.0,0.0,0.0,4.0
District of Columbia,2016,Jun,8,0.0,0.0,0.0,6.0
Florida,2016,Jun,8,0.0,0.0,0.0,132.0
Georgia,2016,Jun,8,0.0,0.0,0.0,17.0
Hawaii,2016,Jun,8,0.0,0.0,0.0,10.0
Illinois,2016,Jun,8,0.0,0.0,0.0,16.0
Indiana,2016,Jun,8,0.0,0.0,0.0,7.0
Iowa,2016,Jun,8,0.0,0.0,0.0,7.0
Kansas,2016,Jun,8,0.0,0.0,0.0,2.0
Kentucky,2016,Jun,8,0.0,0.0,0.0,6.0
Louisiana,2016,Jun,8,0.0,0.0,0.0,4.0
Maine,2016,Jun,8,0.0,0.0,0.0,6.0
Maryland,2016,Jun,8,0.0,0.0,0.0,21.0
Massachusetts,2016,Jun,8,0.0,0.0,0.0,20.0
Michigan,2016,Jun,8,0.0,0.0,0.0,7.0
Minnesota,2016,Jun,8,0.0,0.0,0.0,17.0
Mississippi,2016,Jun,8,0.0,0.0,0.0,3.0
Missouri,2016,Jun,8,0.0,0.0,0.0,4.0
Montana,2016,Jun,8,0.0,0.0,0.0,1.0
Nebraska,2016,Jun,8,0.0,0.0,0.0,2.0
Nevada,2016,Jun,8,0.0,0.0,0.0,6.0
New Hampshire,2016,Jun,8,0.0,0.0,0.0,4.0
New Jersey,2016,Jun,8,0.0,0.0,0.0,17.0
New Mexico,2016,Jun,8,0.0,0.0,0.0,3.0
New York,2016,Jun,8,0.0,0.0,0.0,164.0
North Carolina,2016,Jun,8,0.0,0.0,0.0,11.0
Ohio,2016,Jun,8,0.0,0.0,0.0,14.0
Oklahoma,2016,Jun,8,0.0,0.0,0.0,5.0
Oregon,2016,Jun,8,0.0,0.0,0.0,6.0
Pennsylvania,2016,Jun,8,0.0,0.0,0.0,23.0
Rhode Island,2016,Jun,8,0.0,0.0,0.0,4.0
South Carolina,2016,Jun,8,0.0,0.0,0.0,1.0
Tennessee,2016,Jun,8,0.0,0.0,0.0,4.0
Texas,2016,Jun,8,0.0,0.0,0.0,40.0
Utah,2016,Jun,8,0.0,0.0,0.0,2.0
Vermont,2016,Jun,8,0.0,0.0,0.0,1.0
Virginia,2016,Jun,8,0.0,0.0,0.0,20.0
Washington,2016,Jun,8,0.0,0.0,0.0,4.0
West Virginia,2016,Jun,8,0.0,0.0,0.0,6.0
Wisconsin,2016,Jun,8,0.0,0.0,0.0,2.0
American Samoa,2016,Jun,8,21.0,0.0,0.0,0.0
Puerto Rico,2016,Jun,8,1259.0,0.0,0.0,3.0
US Virgin Islands,2016,Jun,8,21.0,0.0,0.0,1.0
Alabama,2016,Jun,15,0.0,0.0,0.0,2.0
Arizona,2016,Jun,15,0.0,0.0,0.0,2.0
Arkansas,2016,Jun,15,0.0,0.0,0.0,5.0
California,2016,Jun,15,0.0,0.0,0.0,48.0
Colorado,2016,Jun,15,0.0,0.0,0.0,5.0
Connecticut,2016,Jun,15,0.0,0.0,0.0,1.0
Delaware,2016,Jun,15,0.0,0.0,0.0,4.0
District of Columbia,2016,Jun,15,0.0,0.0,0.0,6.0
Florida,2016,Jun,15,0.0,0.0,0.0,141.0
Georgia,2016,Jun,15,0.0,0.0,0.0,20.0
Hawaii,2016,Jun,15,0.0,0.0,0.0,10.0
Illinois,2016,Jun,15,0.0,0.0,0.0,19.0
Indiana,2016,Jun,15,0.0,0.0,0.0,10.0
Iowa,2016,Jun,15,0.0,0.0,0.0,7.0
Kansas,2016,Jun,15,0.0,0.0,0.0,2.0
Kentucky,2016,Jun,15,0.0,0.0,0.0,6.0
Louisiana,2016,Jun,15,0.0,0.0,0.0,6.0
Maine,2016,Jun,15,0.0,0.0,0.0,6.0
Maryland,2016,Jun,15,0.0,0.0,0.0,25.0
Massachusetts,2016,Jun,15,0.0,0.0,0.0,27.0
Michigan,2016,Jun,15,0.0,0.0,0.0,7.0
Minnesota,2016,Jun,15,0.0,0.0,0.0,19.0
Mississippi,2016,Jun,15,0.0,0.0,0.0,3.0
Missouri,2016,Jun,15,0.0,0.0,0.0,4.0
Montana,2016,Jun,15,0.0,0.0,0.0,1.0
Nebraska,2016,Jun,15,0.0,0.0,0.0,2.0
Nevada,2016,Jun,15,0.0,0.0,0.0,7.0
New Hampshire,2016,Jun,15,0.0,0.0,0.0,4.0
New Jersey,2016,Jun,15,0.0,0.0,0.0,17.0
New Mexico,2016,Jun,15,0.0,0.0,0.0,3.0
New York,2016,Jun,15,0.0,0.0,0.0,174.0
North Carolina,2016,Jun,15,0.0,0.0,0.0,15.0
Ohio,2016,Jun,15,0.0,0.0,0.0,14.0
Oklahoma,2016,Jun,15,0.0,0.0,0.0,6.0
Oregon,2016,Jun,15,0.0,0.0,0.0,7.0
Pennsylvania††,2016,Jun,15,0.0,0.0,0.0,23.0
Rhode Island,2016,Jun,15,0.0,0.0,0.0,8.0
South Carolina,2016,Jun,15,0.0,0.0,0.0,1.0
Tennessee,2016,Jun,15,0.0,0.0,0.0,4.0
Texas,2016,Jun,15,0.0,0.0,0.0,42.0
Utah,2016,Jun,15,0.0,0.0,0.0,2.0
Vermont,2016,Jun,15,0.0,0.0,0.0,1.0
Virginia,2016,Jun,15,0.0,0.0,0.0,26.0
Washington,2016,Jun,15,0.0,0.0,0.0,5.0
West Virginia,2016,Jun,15,0.0,0.0,0.0,6.0
Wisconsin,2016,Jun,15,0.0,0.0,0.0,2.0
American Samoa,2016,Jun,15,29.0,0.0,0.0,0.0
Puerto Rico,2016,Jun,15,1386.0,0.0,0.0,3.0
US Virgin Islands,2016,Jun,15,21.0,0.0,0.0,1.0
Alabama,2016,Jun,29,0.0,0.0,0.0,2.0
Arizona,2016,Jun,29,0.0,0.0,0.0,6.0
Arkansas,2016,Jun,29,0.0,0.0,0.0,5.0
California,2016,Jun,29,0.0,0.0,0.0,55.0
Colorado,2016,Jun,29,0.0,0.0,0.0,8.0
Connecticut,2016,Jun,29,0.0,0.0,0.0,1.0
Delaware,2016,Jun,29,0.0,0.0,0.0,5.0
District of Columbia,2016,Jun,29,0.0,0.0,0.0,6.0
Florida,2016,Jun,29,0.0,0.0,0.0,182.0
Georgia,2016,Jun,29,0.0,0.0,0.0,26.0
Hawaii,2016,Jun,29,0.0,0.0,0.0,10.0
Illinois,2016,Jun,29,0.0,0.0,0.0,16.0
Indiana,2016,Jun,29,0.0,0.0,0.0,10.0
Iowa,2016,Jun,29,0.0,0.0,0.0,7.0
Kansas,2016,Jun,29,0.0,0.0,0.0,5.0
Kentucky,2016,Jun,29,0.0,0.0,0.0,6.0
Louisiana,2016,Jun,29,0.0,0.0,0.0,6.0
Maine,2016,Jun,29,0.0,0.0,0.0,6.0
Maryland,2016,Jun,29,0.0,0.0,0.0,31.0
Massachusetts,2016,Jun,29,0.0,0.0,0.0,32.0
Michigan,2016,Jun,29,0.0,0.0,0.0,10.0
Minnesota,2016,Jun,29,0.0,0.0,0.0,19.0
Mississippi,2016,Jun,29,0.0,0.0,0.0,3.0
Missouri,2016,Jun,29,0.0,0.0,0.0,5.0
Montana,2016,Jun,29,0.0,0.0,0.0,1.0
Nebraska,2016,Jun,29,0.0,0.0,0.0,2.0
Nevada,2016,Jun,29,0.0,0.0,0.0,7.0
New Hampshire,2016,Jun,29,0.0,0.0,0.0,4.0
New Jersey,2016,Jun,29,0.0,0.0,0.0,21.0
New Mexico,2016,Jun,29,0.0,0.0,0.0,3.0
New York,2016,Jun,29,0.0,0.0,0.0,236.0
North Carolina,2016,Jun,29,0.0,0.0,0.0,16.0
Ohio,2016,Jun,29,0.0,0.0,0.0,16.0
Oklahoma,2016,Jun,29,0.0,0.0,0.0,6.0
Oregon,2016,Jun,29,0.0,0.0,0.0,7.0
Pennsylvania††,2016,Jun,29,0.0,0.0,0.0,31.0
Rhode Island,2016,Jun,29,0.0,0.0,0.0,15.0
South Carolina,2016,Jun,29,0.0,0.0,0.0,6.0
Tennessee,2016,Jun,29,0.0,0.0,0.0,8.0
Texas,2016,Jun,29,0.0,0.0,0.0,49.0
Utah,2016,Jun,29,0.0,0.0,0.0,2.0
Vermont,2016,Jun,29,0.0,0.0,0.0,2.0
Virginia,2016,Jun,29,0.0,0.0,0.0,27.0
Washington,2016,Jun,29,0.0,0.0,0.0,6.0
West Virginia,2016,Jun,29,0.0,0.0,0.0,6.0
Wisconsin,2016,Jun,29,0.0,0.0,0.0,2.0
American Samoa,2016,Jun,29,29.0,0.0,0.0,0.0
Puerto Rico,2016,Jun,29,1970.0,0.0,0.0,5.0
US Virgin Islands,2016,Jun,29,21.0,0.0,0.0,1.0
Alabama,2016,Jul,6,0.0,0.0,0.0,2.0
Arizona,2016,Jul,6,0.0,0.0,0.0,6.0
Arkansas,2016,Jul,6,0.0,0.0,0.0,5.0
California,2016,Jul,6,0.0,0.0,0.0,69.0
Colorado,2016,Jul,6,0.0,0.0,0.0,10.0
Connecticut,2016,Jul,6,0.0,0.0,0.0,27.0
Delaware,2016,Jul,6,0.0,0.0,0.0,5.0
District of Columbia,2016,Jul,6,0.0,0.0,0.0,7.0
Florida,2016,Jul,6,0.0,0.0,0.0,206.0
Georgia,2016,Jul,6,0.0,0.0,0.0,29.0
Hawaii,2016,Jul,6,0.0,0.0,0.0,10.0
Illinois,2016,Jul,6,0.0,0.0,0.0,23.0
Indiana,2016,Jul,6,0.0,0.0,0.0,10.0
Iowa,2016,Jul,6,0.0,0.0,0.0,9.0
Kansas,2016,Jul,6,0.0,0.0,0.0,5.0
Kentucky,2016,Jul,6,0.0,0.0,0.0,7.0
Louisiana,2016,Jul,6,0.0,0.0,0.0,6.0
Maine,2016,Jul,6,0.0,0.0,0.0,6.0
Maryland,2016,Jul,6,0.0,0.0,0.0,31.0
Massachusetts,2016,Jul,6,0.0,0.0,0.0,39.0
Michigan,2016,Jul,6,0.0,0.0,0.0,10.0
Minnesota,2016,Jul,6,0.0,0.0,0.0,21.0
Mississippi,2016,Jul,6,0.0,0.0,0.0,5.0
Missouri,2016,Jul,6,0.0,0.0,0.0,6.0
Montana,2016,Jul,6,0.0,0.0,0.0,1.0
Nebraska,2016,Jul,6,0.0,0.0,0.0,2.0
Nevada,2016,Jul,6,0.0,0.0,0.0,7.0
New Hampshire,2016,Jul,6,0.0,0.0,0.0,4.0
New Jersey,2016,Jul,6,0.0,0.0,0.0,45.0
New Mexico,2016,Jul,6,0.0,0.0,0.0,3.0
New York,2016,Jul,6,0.0,0.0,0.0,285.0
North Carolina,2016,Jul,6,0.0,0.0,0.0,17.0
Ohio,2016,Jul,6,0.0,0.0,0.0,21.0
Oklahoma,2016,Jul,6,0.0,0.0,0.0,12.0
Oregon,2016,Jul,6,0.0,0.0,0.0,7.0
Pennsylvania††,2016,Jul,6,0.0,0.0,0.0,35.0
Rhode Island,2016,Jul,6,0.0,0.0,0.0,16.0
South Carolina,2016,Jul,6,0.0,0.0,0.0,6.0
Tennessee,2016,Jul,6,0.0,0.0,0.0,10.0
Texas,2016,Jul,6,0.0,0.0,0.0,53.0
Utah,2016,Jul,6,0.0,0.0,0.0,3.0
Vermont,2016,Jul,6,0.0,0.0,0.0,2.0
Virginia,2016,Jul,6,0.0,0.0,0.0,33.0
Washington,2016,Jul,6,0.0,0.0,0.0,9.0
West Virginia,2016,Jul,6,0.0,0.0,0.0,6.0
Wisconsin,2016,Jul,6,0.0,0.0,0.0,2.0
American Samoa,2016,Jul,6,31.0,0.0,0.0,0.0
Puerto Rico,2016,Jul,6,2474.0,0.0,0.0,7.0
US Virgin Islands,2016,Jul,6,21.0,0.0,0.0,1.0
Alabama,2016,Jul,13,0.0,0.0,0.0,2.0
Arizona,2016,Jul,13,0.0,0.0,0.0,7.0
Arkansas,2016,Jul,13,0.0,0.0,0.0,5.0
California,2016,Jul,13,0.0,0.0,0.0,69.0
Colorado,2016,Jul,13,0.0,0.0,0.0,12.0
Connecticut,2016,Jul,13,0.0,0.0,0.0,30.0
Delaware,2016,Jul,13,0.0,0.0,0.0,8.0
District of Columbia,2016,Jul,13,0.0,0.0,0.0,9.0
Florida,2016,Jul,13,0.0,0.0,0.0,229.0
Georgia,2016,Jul,13,0.0,0.0,0.0,33.0
Hawaii,2016,Jul,13,0.0,0.0,0.0,10.0
Illinois,2016,Jul,13,0.0,0.0,0.0,23.0
Indiana,2016,Jul,13,0.0,0.0,0.0,12.0
Iowa,2016,Jul,13,0.0,0.0,0.0,9.0
Kansas,2016,Jul,13,0.0,0.0,0.0,5.0
Kentucky,2016,Jul,13,0.0,0.0,0.0,7.0
Louisiana,2016,Jul,13,0.0,0.0,0.0,7.0
Maine,2016,Jul,13,0.0,0.0,0.0,7.0
Maryland,2016,Jul,13,0.0,0.0,0.0,35.0
Massachusetts,2016,Jul,13,0.0,0.0,0.0,49.0
Michigan,2016,Jul,13,0.0,0.0,0.0,13.0
Minnesota,2016,Jul,13,0.0,0.0,0.0,21.0
Mississippi,2016,Jul,13,0.0,0.0,0.0,8.0
Missouri,2016,Jul,13,0.0,0.0,0.0,8.0
Montana,2016,Jul,13,0.0,0.0,0.0,1.0
Nebraska,2016,Jul,13,0.0,0.0,0.0,3.0
Nevada,2016,Jul,13,0.0,0.0,0.0,9.0
New Hampshire,2016,Jul,13,0.0,0.0,0.0,4.0
New Jersey,2016,Jul,13,0.0,0.0,0.0,50.0
New Mexico,2016,Jul,13,0.0,0.0,0.0,3.0
New York,2016,Jul,13,0.0,0.0,0.0,339.0
North Carolina,2016,Jul,13,0.0,0.0,0.0,18.0
Ohio,2016,Jul,13,0.0,0.0,0.0,25.0
Oklahoma,2016,Jul,13,0.0,0.0,0.0,12.0
Oregon,2016,Jul,13,0.0,0.0,0.0,12.0
